creationDate|PersonId|CompanyId|workFrom
2010-01-06T20:28:01.024+00:00|756|843|2011
2010-01-06T20:28:01.024+00:00|756|829|2011
2010-01-08T06:00:10.612+00:00|772|1164|2004
2010-01-08T06:00:10.612+00:00|772|1167|2003
2010-02-04T13:58:27.400+00:00|773|1459|2007
2010-02-04T13:58:27.400+00:00|773|101|2006
2010-02-04T13:58:27.400+00:00|773|1526|2007
2010-02-04T13:58:27.400+00:00|773|1466|2007
2010-02-04T13:58:27.400+00:00|773|1450|2005
2010-02-10T00:50:45.975+00:00|783|1297|2007
2010-02-10T00:50:45.975+00:00|783|1298|2007
2010-02-10T00:50:45.975+00:00|783|1300|2007
2010-02-10T00:50:45.975+00:00|783|1301|2007
2010-02-02T22:43:41.454+00:00|786|1281|2007
2010-02-02T22:43:41.454+00:00|786|305|2006
2010-01-16T02:28:02.697+00:00|796|549|2002
2010-01-16T02:28:02.697+00:00|796|551|2002
2010-01-16T02:28:02.697+00:00|796|554|2001
2010-01-09T00:05:21.040+00:00|808|540|2006
2010-01-09T00:05:21.040+00:00|808|542|2007
2010-01-09T00:05:21.040+00:00|808|543|2007
2010-02-28T02:08:58.657+00:00|859|736|2004
2010-02-28T02:08:58.657+00:00|859|544|2005
2010-02-28T02:08:58.657+00:00|859|549|2005
2010-02-28T02:08:58.657+00:00|859|553|2003
2010-02-28T02:08:58.657+00:00|859|106|2005
2010-02-11T11:29:34.131+00:00|881|1332|2007
2010-02-11T11:29:34.131+00:00|881|1109|2005
2010-02-11T11:29:34.131+00:00|881|1333|2006
2010-02-11T11:29:34.131+00:00|881|1327|2006
2010-01-04T12:14:34.965+00:00|903|1520|2004
2010-01-04T12:14:34.965+00:00|903|1491|2004
2010-01-04T12:14:34.965+00:00|903|1519|2003
2010-02-16T21:41:06.249+00:00|933|1226|2010
2010-02-16T21:41:06.249+00:00|933|1229|2009
2010-01-21T15:34:48.534+00:00|981|736|2010
2010-01-30T01:23:07.211+00:00|983|394|2003
2010-01-30T01:23:07.211+00:00|983|843|2003
2010-01-30T01:23:07.211+00:00|983|828|2004
2010-01-30T01:23:07.211+00:00|983|830|2003
2010-01-29T12:22:51.239+00:00|1037|464|2000
2010-01-29T12:22:51.239+00:00|1037|456|2000
2010-01-29T12:22:51.239+00:00|1037|472|1999
2010-01-29T12:22:51.239+00:00|1037|474|1999
2010-01-29T12:22:51.239+00:00|1037|463|1999
2010-01-04T02:16:27.124+00:00|1065|896|2001
2010-01-04T02:16:27.124+00:00|1065|889|2001
2010-01-04T02:16:27.124+00:00|1065|890|2001
2010-01-04T02:16:27.124+00:00|1065|891|2002
2010-01-04T02:16:27.124+00:00|1065|892|2002
2010-01-02T01:16:09.935+00:00|1096|672|2007
2010-01-30T07:53:23.075+00:00|1130|546|2009
2010-01-30T07:53:23.075+00:00|1130|549|2008
2010-01-30T07:53:23.075+00:00|1130|554|2008
2010-01-30T07:53:23.075+00:00|1130|541|2007
2010-02-12T06:42:32.659+00:00|1171|936|2005
2010-02-12T06:42:32.659+00:00|1171|937|2006
2010-01-18T15:00:43.490+00:00|1180|993|2010
2010-01-18T15:00:43.490+00:00|1180|994|2009
2010-01-18T15:00:43.490+00:00|1180|991|2009
2010-02-04T07:32:20.964+00:00|1204|107|2005
2010-02-04T07:32:20.964+00:00|1204|108|2004
2010-02-04T07:32:20.964+00:00|1204|109|2004
2010-01-18T11:31:34.721+00:00|1223|1186|2004
2010-01-18T11:31:34.721+00:00|1223|1223|2003
2010-01-18T11:31:34.721+00:00|1223|1196|2004
2010-02-14T03:28:25.768+00:00|1230|1510|2002
2010-02-14T03:28:25.768+00:00|1230|1519|2002
2010-02-13T16:00:06.846+00:00|1251|834|2007
2010-03-01T12:32:10.059+00:00|1270|753|2006
2010-03-01T12:32:10.059+00:00|1270|991|2006
2010-01-04T12:48:38.958+00:00|1286|1031|2002
2010-03-02T19:12:56.926+00:00|1295|1117|2004
2010-03-02T19:12:56.926+00:00|1295|686|2005
2010-01-14T19:26:03.773+00:00|1305|1344|2003
2010-01-14T19:26:03.773+00:00|1305|1332|2002
2010-01-14T19:26:03.773+00:00|1305|1338|2003
2010-02-24T15:27:11.398+00:00|1312|919|2004
2010-02-24T15:27:11.398+00:00|1312|935|2010
2010-02-24T15:27:11.398+00:00|1312|926|2007
2010-01-12T20:54:21.532+00:00|1331|835|2007
2010-01-12T20:54:21.532+00:00|1331|838|2008
2010-01-12T20:54:21.532+00:00|1331|843|2008
2010-02-05T06:50:23.437+00:00|1344|70|2007
2010-02-05T06:50:23.437+00:00|1344|60|2007
2010-02-19T15:29:38.071+00:00|1364|795|2009
2010-02-19T15:29:38.071+00:00|1364|783|2008
2010-02-20T14:01:08.026+00:00|1374|896|2004
2010-02-20T14:01:08.026+00:00|1374|887|2003
2010-02-20T14:01:08.026+00:00|1374|889|2004
2010-02-20T14:01:08.026+00:00|1374|891|2004
2010-02-20T14:01:08.026+00:00|1374|895|2004
2010-02-01T14:15:22.461+00:00|1403|6|2008
2010-02-01T14:15:22.461+00:00|1403|665|2009
2010-02-01T14:15:22.461+00:00|1403|826|2010
2010-02-18T11:19:03.789+00:00|1412|544|2010
2010-02-18T11:19:03.789+00:00|1412|552|2010
2010-01-10T01:24:52.127+00:00|1420|1522|2009
2010-01-10T01:24:52.127+00:00|1420|2|2011
2010-01-10T01:24:52.127+00:00|1420|1529|2012
2010-01-10T01:24:52.127+00:00|1420|1450|2009
2010-01-10T01:24:52.127+00:00|1420|1530|2009
2010-01-20T20:52:02.254+00:00|1425|928|2007
2010-01-20T20:52:02.254+00:00|1425|916|2006
2010-01-20T20:52:02.254+00:00|1425|938|2007
2010-01-20T20:52:02.254+00:00|1425|906|2005
2010-01-28T20:43:50.602+00:00|1428|1557|2010
2010-01-28T20:43:50.602+00:00|1428|1559|2010
2010-01-28T20:43:50.602+00:00|1428|1560|2010
2010-02-07T21:25:15.217+00:00|1435|1457|2006
2010-02-07T21:25:15.217+00:00|1435|1475|2004
2010-02-07T21:25:15.217+00:00|1435|1524|2006
2010-02-07T21:25:15.217+00:00|1435|1482|2005
2010-01-22T08:02:41.027+00:00|1443|642|2006
2010-01-22T08:02:41.027+00:00|1443|618|2004
2010-02-11T03:52:17.064+00:00|1448|1559|2006
2010-02-11T03:52:17.064+00:00|1448|1560|2005
2010-02-11T03:52:17.064+00:00|1448|1561|2006
2010-02-09T09:59:32.706+00:00|1467|548|2005
2010-02-09T09:59:32.706+00:00|1467|550|2006
2010-02-09T09:59:32.706+00:00|1467|552|2007
2010-02-09T09:59:32.706+00:00|1467|541|2005
2010-02-09T09:59:32.706+00:00|1467|543|2005
2010-02-11T21:38:46.327+00:00|1494|907|2004
2010-02-11T21:38:46.327+00:00|1494|924|2004
2010-01-17T10:03:52.857+00:00|1505|923|2002
2010-02-24T18:37:28.061+00:00|1555|727|2004
2010-01-13T07:50:27.569+00:00|1582|784|2005
2010-01-13T07:50:27.569+00:00|1582|548|2004
2010-01-13T07:50:27.569+00:00|1582|745|2004
2010-02-18T10:30:33.485+00:00|1605|544|2007
2010-02-18T10:30:33.485+00:00|1605|547|2009
2010-02-18T10:30:33.485+00:00|1605|554|2009
2010-02-05T20:52:50.278+00:00|1608|296|2011
2010-02-05T20:52:50.278+00:00|1608|297|2011
2010-02-05T20:52:50.278+00:00|1608|298|2012
2010-02-08T03:36:26.551+00:00|1628|680|2011
2010-02-22T21:53:10.692+00:00|1640|547|2009
2010-02-22T21:53:10.692+00:00|1640|538|2009
2010-02-22T21:53:10.692+00:00|1640|543|2010
2010-01-31T05:28:34.959+00:00|1646|549|2003
2010-01-19T01:02:44.763+00:00|1649|1250|2002
2010-01-19T01:02:44.763+00:00|1649|1238|2002
2010-01-19T01:02:44.763+00:00|1649|1258|2001
2010-01-19T01:02:44.763+00:00|1649|1242|2001
2010-01-19T01:02:44.763+00:00|1649|1259|2001
2010-02-06T20:50:18.046+00:00|1661|805|2006
2010-02-15T10:25:53.204+00:00|1681|256|2007
2010-01-13T03:59:52.085+00:00|1682|777|2007
2010-04-18T01:27:21.494+00:00|2199023255573|890|2008
2010-04-18T01:27:21.494+00:00|2199023255573|892|2008
2010-03-29T07:12:03.859+00:00|2199023255590|800|2010
2010-03-29T07:12:03.859+00:00|2199023255590|808|2008
2010-03-29T07:12:03.859+00:00|2199023255590|780|2011
2010-03-29T07:12:03.859+00:00|2199023255590|798|2011
2010-04-28T04:16:08.277+00:00|2199023255641|538|2007
2010-03-17T18:26:46.550+00:00|2199023255672|832|2008
2010-03-17T18:26:46.550+00:00|2199023255672|840|2007
2010-03-17T18:26:46.550+00:00|2199023255672|841|2007
2010-03-17T18:26:46.550+00:00|2199023255672|809|2008
2010-03-17T18:26:46.550+00:00|2199023255672|842|2008
2010-03-19T09:26:49.641+00:00|2199023255686|864|2006
2010-03-19T09:26:49.641+00:00|2199023255686|865|2008
2010-04-30T16:00:03.437+00:00|2199023255691|863|2004
2010-03-07T09:03:55.716+00:00|2199023255737|803|2009
2010-03-07T09:03:55.716+00:00|2199023255737|805|2009
2010-03-07T09:03:55.716+00:00|2199023255737|732|2008
2010-04-27T23:41:06.910+00:00|2199023255744|545|2006
2010-04-27T23:41:06.910+00:00|2199023255744|550|2007
2010-04-27T23:41:06.910+00:00|2199023255744|539|2001
2010-04-27T23:41:06.910+00:00|2199023255744|543|2003
2010-03-30T11:54:07.818+00:00|2199023255767|826|2009
2010-03-30T11:54:07.818+00:00|2199023255767|827|2009
2010-03-13T05:17:24.814+00:00|2199023255778|1558|2009
2010-03-13T05:17:24.814+00:00|2199023255778|1560|2010
2010-03-25T00:31:44.608+00:00|2199023255782|1558|2001
2010-04-18T15:20:55.401+00:00|2199023255783|896|2009
2010-04-18T15:20:55.401+00:00|2199023255783|897|2010
2010-04-18T15:20:55.401+00:00|2199023255783|891|2010
2010-03-16T14:33:04.377+00:00|2199023255797|1001|2004
2010-03-21T19:34:14.855+00:00|2199023255827|931|2006
2010-03-21T19:34:14.855+00:00|2199023255827|935|2006
2010-03-21T19:34:14.855+00:00|2199023255827|1257|2007
2010-04-01T13:23:52.723+00:00|2199023255862|789|2008
2010-04-08T08:08:07.483+00:00|2199023255869|865|2004
2010-04-08T08:08:07.483+00:00|2199023255869|866|2003
2010-03-21T23:37:42.535+00:00|2199023255898|1140|2006
2010-03-21T23:37:42.535+00:00|2199023255898|1144|2009
2010-03-21T23:37:42.535+00:00|2199023255898|1146|2008
2010-04-20T09:26:18.217+00:00|2199023255949|7|2005
2010-04-20T09:26:18.217+00:00|2199023255949|8|2006
2010-04-20T09:26:18.217+00:00|2199023255949|9|2005
2010-04-20T09:26:18.217+00:00|2199023255949|1129|2006
2010-04-20T09:26:18.217+00:00|2199023255949|10|2006
2010-04-22T16:55:39.573+00:00|2199023255978|966|2008
2010-04-28T14:03:11.295+00:00|2199023255989|1018|2004
2010-04-28T14:03:11.295+00:00|2199023255989|1021|2009
2010-03-28T18:32:31.186+00:00|2199023255994|1001|2007
2010-03-15T05:55:42.699+00:00|2199023256031|256|2010
2010-03-15T05:55:42.699+00:00|2199023256031|259|2009
2010-03-15T05:55:42.699+00:00|2199023256031|253|2009
2010-03-31T21:51:21.233+00:00|2199023256055|1281|2002
2010-03-31T21:51:21.233+00:00|2199023256055|342|2003
2010-03-31T21:51:21.233+00:00|2199023256055|280|2003
2010-03-31T21:51:21.233+00:00|2199023256055|1117|2003
2010-03-04T12:59:14.074+00:00|2199023256083|478|2007
2010-03-12T15:59:54.252+00:00|2199023256183|266|2005
2010-03-12T15:59:54.252+00:00|2199023256183|1245|2005
2010-03-25T14:51:11.247+00:00|2199023256187|928|2004
2010-03-25T14:51:11.247+00:00|2199023256187|911|2004
2010-04-05T13:12:17.854+00:00|2199023256230|960|2006
2010-04-05T13:12:17.854+00:00|2199023256230|949|2007
2010-04-05T13:12:17.854+00:00|2199023256230|774|2008
2010-04-05T13:12:17.854+00:00|2199023256230|968|2007
2010-04-05T13:12:17.854+00:00|2199023256230|957|2007
2010-03-31T23:42:56.472+00:00|2199023256287|688|2009
2010-03-31T23:42:56.472+00:00|2199023256287|689|2010
2010-04-05T19:32:44.926+00:00|2199023256293|920|2003
2010-04-30T07:21:46.421+00:00|2199023256294|198|2009
2010-04-22T15:40:25.158+00:00|2199023256302|614|2009
2010-04-03T04:52:48.559+00:00|2199023256303|930|2008
2010-04-03T04:52:48.559+00:00|2199023256303|915|2007
2010-04-03T04:52:48.559+00:00|2199023256303|935|2007
2010-04-03T04:52:48.559+00:00|2199023256303|926|2007
2010-04-03T04:52:48.559+00:00|2199023256303|927|2008
2010-04-07T05:26:31.591+00:00|2199023256304|117|2001
2010-04-07T05:26:31.591+00:00|2199023256304|110|2002
2010-04-07T05:26:31.591+00:00|2199023256304|111|2003
2010-04-25T15:49:34.090+00:00|2199023256313|548|2003
2010-04-25T15:49:34.090+00:00|2199023256313|549|2003
2010-04-25T15:49:34.090+00:00|2199023256313|550|2002
2010-04-25T15:49:34.090+00:00|2199023256313|541|2004
2010-03-15T21:11:08.210+00:00|2199023256317|913|2000
2010-03-15T21:11:08.210+00:00|2199023256317|935|2002
2010-03-15T21:11:08.210+00:00|2199023256317|920|2000
2010-03-20T14:44:29.525+00:00|2199023256361|480|2012
2010-03-20T14:44:29.525+00:00|2199023256361|483|2011
2010-03-20T14:44:29.525+00:00|2199023256361|455|2011
2010-03-20T14:44:29.525+00:00|2199023256361|488|2005
2010-03-20T14:44:29.525+00:00|2199023256361|585|2007
2010-04-03T12:37:15.817+00:00|2199023256363|955|2003
2010-04-03T12:37:15.817+00:00|2199023256363|956|2011
2010-04-16T13:44:31.298+00:00|2199023256377|594|2007
2010-04-16T13:44:31.298+00:00|2199023256377|1557|2007
2010-04-16T13:44:31.298+00:00|2199023256377|1558|2009
2010-03-31T23:44:35.786+00:00|2199023256383|546|2008
2010-03-31T23:44:35.786+00:00|2199023256383|549|2008
2010-03-31T23:44:35.786+00:00|2199023256383|539|2008
2010-04-02T10:46:27.769+00:00|2199023256425|401|2005
2010-04-02T10:46:27.769+00:00|2199023256425|402|2006
2010-04-02T10:46:27.769+00:00|2199023256425|409|2006
2010-03-10T12:13:02.284+00:00|2199023256440|552|2002
2010-03-10T12:13:02.284+00:00|2199023256440|553|2002
2010-03-10T12:13:02.284+00:00|2199023256440|541|2002
2010-04-15T16:34:53.868+00:00|2199023256446|1366|2008
2010-04-15T16:34:53.868+00:00|2199023256446|1368|2007
2010-04-15T16:34:53.868+00:00|2199023256446|1370|2007
2010-04-15T16:34:53.868+00:00|2199023256446|1371|2008
2010-04-15T16:34:53.868+00:00|2199023256446|1357|2008
2010-04-03T00:08:45.174+00:00|2199023256458|758|2002
2010-04-19T22:50:49.991+00:00|2199023256472|1266|2003
2010-04-19T22:50:49.991+00:00|2199023256472|23|2004
2010-04-19T22:50:49.991+00:00|2199023256472|24|2003
2010-04-19T22:50:49.991+00:00|2199023256472|31|2004
2010-04-19T07:30:16.113+00:00|2199023256479|540|2004
2010-04-19T07:30:16.113+00:00|2199023256479|541|2004
2010-04-19T07:30:16.113+00:00|2199023256479|542|2004
2010-03-04T15:00:34.219+00:00|2199023256532|961|2009
2010-03-04T15:00:34.219+00:00|2199023256532|953|2011
2010-03-04T15:00:34.219+00:00|2199023256532|954|2010
2010-03-04T15:00:34.219+00:00|2199023256532|958|2011
2010-03-11T07:34:38.056+00:00|2199023256557|1442|2001
2010-03-11T07:34:38.056+00:00|2199023256557|1529|2001
2010-03-11T07:34:38.056+00:00|2199023256557|1482|2000
2010-05-02T11:15:54.507+00:00|2199023256562|917|2007
2010-05-02T11:15:54.507+00:00|2199023256562|907|2009
2010-03-29T20:53:22.750+00:00|2199023256567|551|2008
2010-03-29T20:53:22.750+00:00|2199023256567|552|2006
2010-03-29T20:53:22.750+00:00|2199023256567|541|2011
2010-03-29T20:53:22.750+00:00|2199023256567|543|2008
2010-03-30T11:07:03.669+00:00|2199023256573|1557|2003
2010-03-30T11:07:03.669+00:00|2199023256573|1561|2003
2010-04-11T13:00:23.780+00:00|2199023256576|548|2011
2010-04-11T13:00:23.780+00:00|2199023256576|540|2011
2010-04-09T17:10:30.634+00:00|2199023256599|1459|2002
2010-04-09T17:10:30.634+00:00|2199023256599|1483|2002
2010-04-09T17:10:30.634+00:00|2199023256599|1503|2002
2010-03-13T05:20:36.148+00:00|2199023256608|935|2003
2010-03-13T05:20:36.148+00:00|2199023256608|921|2003
2010-03-13T05:20:36.148+00:00|2199023256608|910|2003
2010-04-06T02:27:53.458+00:00|2199023256616|937|2009
2010-04-03T00:42:39.516+00:00|2199023256657|1175|2009
2010-04-03T00:42:39.516+00:00|2199023256657|1179|2010
2010-04-08T04:15:35.863+00:00|2199023256666|546|2005
2010-04-08T04:15:35.863+00:00|2199023256666|549|2005
2010-04-08T04:15:35.863+00:00|2199023256666|551|2003
2010-03-16T17:45:16.143+00:00|2199023256738|325|2009
2010-03-16T17:45:16.143+00:00|2199023256738|326|2012
2010-03-16T17:45:16.143+00:00|2199023256738|328|2006
2010-03-16T17:45:16.143+00:00|2199023256738|316|2009
2010-03-27T18:21:51.692+00:00|2199023256752|1015|2008
2010-03-27T18:21:51.692+00:00|2199023256752|1018|2009
2010-03-27T18:21:51.692+00:00|2199023256752|1021|2008
2010-04-13T03:35:22.091+00:00|2199023256791|0|2000
2010-04-13T03:35:22.091+00:00|2199023256791|5|2001
2010-04-13T03:35:22.091+00:00|2199023256791|6|2001
2010-04-13T03:35:22.091+00:00|2199023256791|619|2001
2010-04-27T04:53:03.650+00:00|2199023256810|920|2005
2010-04-15T06:45:16.556+00:00|2199023256818|545|2010
2010-04-15T06:45:16.556+00:00|2199023256818|546|2008
2010-04-15T06:45:16.556+00:00|2199023256818|551|2010
2010-04-15T06:45:16.556+00:00|2199023256818|539|2008
2010-05-02T22:41:54.121+00:00|2199023256835|544|2005
2010-05-02T22:41:54.121+00:00|2199023256835|545|2004
2010-05-02T22:41:54.121+00:00|2199023256835|538|2004
2010-03-21T16:23:30.059+00:00|2199023256868|1363|2011
2010-03-06T20:38:41.893+00:00|2199023256889|175|2009
2010-03-09T00:54:20.572+00:00|2199023256904|547|2002
2010-03-09T00:54:20.572+00:00|2199023256904|549|2001
2010-03-09T00:54:20.572+00:00|2199023256904|552|2002
2010-03-09T00:54:20.572+00:00|2199023256904|553|2002
2010-04-06T02:23:38.098+00:00|2199023256905|1090|2004
2010-04-06T02:23:38.098+00:00|2199023256905|1095|2004
2010-04-06T02:23:38.098+00:00|2199023256905|1023|2004
2010-03-27T07:55:56.198+00:00|2199023256914|544|2009
2010-03-27T07:55:56.198+00:00|2199023256914|545|2011
2010-03-27T07:55:56.198+00:00|2199023256914|541|2009
2010-05-03T00:47:06.674+00:00|2199023256946|912|2008
2010-05-03T00:47:06.674+00:00|2199023256946|930|2009
2010-05-03T00:47:06.674+00:00|2199023256946|915|2008
2010-05-03T00:47:06.674+00:00|2199023256946|916|2009
2010-05-03T00:47:06.674+00:00|2199023256946|917|2009
2010-04-04T11:51:19.652+00:00|2199023256965|3|2011
2010-04-04T11:51:19.652+00:00|2199023256965|6|2011
2010-04-17T12:23:48.143+00:00|2199023257001|549|2007
2010-04-17T12:23:48.143+00:00|2199023257001|550|2007
2010-04-17T12:23:48.143+00:00|2199023257001|552|2007
2010-03-20T12:17:17.903+00:00|2199023257003|937|2009
2010-04-30T21:22:52.823+00:00|2199023257005|937|2004
2010-04-30T21:22:52.823+00:00|2199023257005|938|2002
2010-04-30T21:22:52.823+00:00|2199023257005|926|2004
2010-04-30T21:22:52.823+00:00|2199023257005|927|2003
2010-03-19T12:39:12.435+00:00|2199023257024|538|2006
2010-03-19T12:39:12.435+00:00|2199023257024|541|2005
2010-03-25T16:21:36.185+00:00|2199023257093|887|2000
2010-03-25T16:21:36.185+00:00|2199023257093|891|2001
2010-03-25T16:21:36.185+00:00|2199023257093|892|2000
2010-03-25T16:21:36.185+00:00|2199023257093|894|2002
2010-04-27T14:43:04.416+00:00|2199023257136|544|2007
2010-03-22T01:23:46.947+00:00|2199023257140|548|2011
2010-03-22T01:23:46.947+00:00|2199023257140|549|2011
2010-03-22T01:23:46.947+00:00|2199023257140|538|2011
2010-04-12T05:32:46.381+00:00|2199023257181|550|2009
2010-04-12T05:32:46.381+00:00|2199023257181|551|2009
2010-04-12T05:32:46.381+00:00|2199023257181|543|2009
2010-03-06T08:10:33.831+00:00|2199023257197|933|2009
2010-03-06T08:10:33.831+00:00|2199023257197|937|2008
2010-03-06T08:10:33.831+00:00|2199023257197|925|2010
2010-03-07T12:29:26.743+00:00|2199023257212|602|2010
2010-03-31T11:44:45.428+00:00|2199023257247|891|1999
2010-03-31T11:44:45.428+00:00|2199023257247|894|2000
2010-06-17T07:12:54.354+00:00|4398046511147|544|2009
2010-06-17T07:12:54.354+00:00|4398046511147|546|2008
2010-06-17T07:12:54.354+00:00|4398046511147|553|2008
2010-06-17T07:12:54.354+00:00|4398046511147|540|2008
2010-05-23T10:03:28.904+00:00|4398046511151|1227|2004
2010-05-23T10:03:28.904+00:00|4398046511151|1228|2004
2010-05-23T10:03:28.904+00:00|4398046511151|1229|2004
2010-05-23T10:03:28.904+00:00|4398046511151|1230|2005
2010-05-08T15:53:44.822+00:00|4398046511168|1012|2002
2010-05-08T15:53:44.822+00:00|4398046511168|263|2002
2010-05-08T15:53:44.822+00:00|4398046511168|285|2002
2010-05-08T15:53:44.822+00:00|4398046511168|286|2001
2010-05-08T15:53:44.822+00:00|4398046511168|271|2001
2010-05-10T08:03:59.029+00:00|4398046511169|132|2007
2010-05-10T08:03:59.029+00:00|4398046511169|758|2008
2010-05-30T03:58:20.475+00:00|4398046511172|890|2008
2010-05-30T03:58:20.475+00:00|4398046511172|892|2009
2010-06-22T02:02:36.730+00:00|4398046511176|997|2009
2010-06-22T02:02:36.730+00:00|4398046511176|982|2009
2010-06-22T02:02:36.730+00:00|4398046511176|986|2009
2010-06-22T02:02:36.730+00:00|4398046511176|987|2010
2010-06-06T11:51:48.075+00:00|4398046511219|936|2006
2010-06-06T11:51:48.075+00:00|4398046511219|920|2005
2010-06-06T11:51:48.075+00:00|4398046511219|923|2005
2010-06-06T11:51:48.075+00:00|4398046511219|927|2006
2010-06-06T11:51:48.075+00:00|4398046511219|911|2006
2010-06-08T04:06:31.624+00:00|4398046511230|809|2008
2010-06-08T04:06:31.624+00:00|4398046511230|810|2009
2010-06-08T04:06:31.624+00:00|4398046511230|811|2008
2010-06-08T04:06:31.624+00:00|4398046511230|812|2008
2010-06-14T14:09:58.585+00:00|4398046511247|499|2012
2010-06-14T14:09:58.585+00:00|4398046511247|1047|2010
2010-06-14T14:09:58.585+00:00|4398046511247|505|2006
2010-06-14T14:09:58.585+00:00|4398046511247|494|2011
2010-06-09T19:11:38.984+00:00|4398046511255|3|2010
2010-06-09T19:11:38.984+00:00|4398046511255|5|2010
2010-06-09T19:11:38.984+00:00|4398046511255|6|2009
2010-05-12T06:09:35.222+00:00|4398046511273|549|2012
2010-06-03T21:55:46.645+00:00|4398046511357|448|2008
2010-06-03T21:55:46.645+00:00|4398046511357|450|2010
2010-06-03T21:55:46.645+00:00|4398046511357|443|2011
2010-05-25T11:03:09.336+00:00|4398046511377|7|1999
2010-05-25T11:03:09.336+00:00|4398046511377|9|1999
2010-05-30T15:27:59.852+00:00|4398046511407|201|2008
2010-05-04T23:46:39.802+00:00|4398046511440|544|2007
2010-05-04T23:46:39.802+00:00|4398046511440|546|2012
2010-05-04T23:46:39.802+00:00|4398046511440|547|2005
2010-05-04T23:46:39.802+00:00|4398046511440|553|2008
2010-05-15T11:40:42.605+00:00|4398046511453|205|2005
