creationDate|PersonId|CompanyId|workFrom
2012-01-16T00:09:40.120+00:00|26388279066658|22|2010
2012-01-16T00:09:40.120+00:00|26388279066658|26|2004
2012-01-16T00:09:40.120+00:00|26388279066658|30|2004
2012-02-26T23:41:53.145+00:00|26388279066668|1027|2005
2012-02-26T23:41:53.145+00:00|26388279066668|1046|2006
2012-02-26T23:41:53.145+00:00|26388279066668|815|2007
2012-03-30T10:11:12.788+00:00|28587302322180|1564|2006
2012-03-30T10:11:12.788+00:00|28587302322180|1566|2007
2012-03-13T15:16:08.597+00:00|28587302322196|775|2008
2012-03-13T15:16:08.597+00:00|28587302322196|776|2007
2012-04-08T11:47:54.301+00:00|28587302322204|1248|2006
2012-03-17T14:21:07.120+00:00|28587302322223|1227|2007
2012-03-17T14:21:07.120+00:00|28587302322223|1228|2006
2012-03-17T14:21:07.120+00:00|28587302322223|1229|2005
2012-03-17T14:21:07.120+00:00|28587302322223|1230|2005
2012-07-03T00:55:16.938+00:00|30786325577731|1043|2004
2012-07-03T00:55:16.938+00:00|30786325577731|999|2004
2012-07-03T00:55:16.938+00:00|30786325577731|1033|2005
2012-06-26T12:37:35.179+00:00|30786325577740|296|2009
2012-06-26T12:37:35.179+00:00|30786325577740|298|2008
2012-08-06T10:01:33.641+00:00|32985348833318|800|2011
2012-08-06T10:01:33.641+00:00|32985348833318|808|2010
2012-08-06T10:01:33.641+00:00|32985348833318|780|2007
2012-08-06T10:01:33.641+00:00|32985348833318|798|2008
2012-08-09T21:35:41.016+00:00|32985348833329|541|2000
2012-11-04T03:31:15.404+00:00|35184372088856|913|2001
2012-11-04T03:31:15.404+00:00|35184372088856|933|2002
2012-09-09T02:13:37.511+00:00|35184372088871|1056|2005
2012-09-09T02:13:37.511+00:00|35184372088871|1136|2005
2012-11-22T22:15:25.962+00:00|37383395344394|453|2009
2012-11-22T22:15:25.962+00:00|37383395344394|489|2010
2012-11-24T17:52:01.966+00:00|37383395344409|657|2007
2012-11-24T17:52:01.966+00:00|37383395344409|644|2007
2012-11-24T17:52:01.966+00:00|37383395344409|663|2007
2012-11-24T17:52:01.966+00:00|37383395344409|637|2008
